var0,var1,var2,var3,var4,var5,var6,var7,y,fold,train_test
F,0.535,0.445,0.125,0.8725,0.41700000000000004,0.19899999999999998,0.24, negative,3,tst
I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21, negative,3,tst
I,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175, negative,3,tst
I,0.43,0.345,0.115,0.4295,0.212,0.10800000000000001,0.109, negative,3,tst
M,0.485,0.365,0.155,1.0290000000000001,0.4235,0.2285,0.313, negative,3,tst
F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177, negative,3,tst
I,0.375,0.285,0.09,0.237,0.106,0.0395,0.08, negative,3,tst
I,0.39,0.28,0.09,0.215,0.0845,0.034,0.079, negative,3,tst
I,0.435,0.325,0.105,0.335,0.136,0.065,0.115, negative,3,tst
I,0.495,0.375,0.115,0.507,0.24100000000000002,0.10300000000000001,0.15, negative,3,tst
I,0.5,0.38,0.135,0.5285,0.226,0.12300000000000001,0.209, negative,3,tst
I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22, negative,3,tst
I,0.345,0.285,0.1,0.2225,0.0865,0.057999999999999996,0.075, negative,3,tst
M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057, negative,3,tst
I,0.35,0.28,0.075,0.196,0.08199999999999999,0.04,0.064, negative,3,tst
I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184, negative,3,tst
M,0.59,0.47,0.135,1.1685,0.539,0.27899999999999997,0.28, negative,3,tst
F,0.61,0.47,0.16,1.0745,0.4925,0.23600000000000002,0.29, negative,3,tst
M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955, negative,3,tst
I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065, negative,3,tst
I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125, negative,3,tst
I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12, negative,3,tst
I,0.525,0.39,0.105,0.5670000000000001,0.2875,0.1075,0.16, negative,3,tst
I,0.53,0.42,0.13,0.6579999999999999,0.29600000000000004,0.1245,0.198, negative,3,tst
M,0.535,0.415,0.135,0.78,0.3165,0.16899999999999998,0.2365, negative,3,tst
F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4, negative,3,tst
I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675, negative,3,tst
I,0.44,0.34,0.105,0.344,0.12300000000000001,0.081,0.125, negative,3,tst
I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435, negative,3,tst
I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105, negative,3,tst
M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275, negative,3,tst
M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995, negative,3,tst
I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095, negative,3,tst
M,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24, negative,3,tst
I,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15, negative,3,tst
F,0.515,0.4,0.125,0.615,0.2865,0.12300000000000001,0.1765, negative,3,tst
I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245, negative,3,tst
F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36, negative,3,tst
I,0.495,0.38,0.145,0.5,0.205,0.14800000000000002,0.1505, negative,3,tst
M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214, negative,3,tst
M,0.42,0.34,0.115,0.4215,0.175,0.09300000000000001,0.135, negative,3,tst
I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945, negative,3,tst
I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605, negative,3,tst
I,0.425,0.34,0.1,0.371,0.15,0.0865,0.115, negative,3,tst
M,0.37,0.28,0.105,0.22399999999999998,0.0815,0.0575,0.075, negative,3,tst
I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845, negative,3,tst
I,0.475,0.36,0.11,0.452,0.191,0.099,0.13, negative,3,tst
M,0.595,0.475,0.16,1.3175,0.408,0.23399999999999999,0.58, positive,3,tst
M,0.64,0.51,0.175,1.368,0.515,0.266,0.57, positive,3,tst
F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39, positive,3,tst
F,0.56,0.455,0.125,0.943,0.344,0.129,0.375, positive,3,tst
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58, positive,3,tst
M,0.49,0.39,0.15,0.573,0.225,0.124,0.17, positive,3,tst
F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205, positive,3,tst
F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445, positive,3,tst
M,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4, positive,3,tst
F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47, positive,3,tst
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465, positive,3,tst
I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12, negative,2,tra
I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19, negative,2,tra
F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22, negative,2,tra
M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135, negative,2,tra
M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17, negative,2,tra
M,0.52,0.4,0.12,0.58,0.23399999999999999,0.1315,0.185, negative,2,tra
F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1, negative,2,tra
M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085, negative,2,tra
F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355, negative,2,tra
M,0.525,0.435,0.155,1.065,0.486,0.233,0.285, negative,2,tra
I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05, negative,2,tra
I,0.355,0.275,0.085,0.22,0.092,0.06,0.15, negative,2,tra
M,0.42,0.335,0.115,0.369,0.171,0.071,0.12, negative,2,tra
I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12, negative,2,tra
M,0.45,0.35,0.13,0.46,0.174,0.111,0.135, negative,2,tra
F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105, negative,2,tra
I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06, negative,2,tra
M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.07400000000000001, negative,2,tra
M,0.36,0.295,0.105,0.24100000000000002,0.0865,0.053,0.095, negative,2,tra
I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09, negative,2,tra
F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095, negative,2,tra
I,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09, negative,2,tra
F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245, negative,2,tra
M,0.47,0.38,0.145,0.5865,0.2385,0.14400000000000002,0.185, negative,2,tra
M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15, negative,2,tra
M,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235, negative,2,tra
I,0.29,0.225,0.07,0.10099999999999999,0.036000000000000004,0.0235,0.035, negative,2,tra
I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07, negative,2,tra
M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.11699999999999999, negative,2,tra
M,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003, negative,2,tra
F,0.44,0.34,0.105,0.364,0.14800000000000002,0.0805,0.1175, negative,2,tra
F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09, negative,2,tra
M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695, negative,2,tra
I,0.485,0.375,0.14,0.521,0.2,0.12300000000000001,0.17, negative,2,tra
I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405, negative,2,tra
F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175, negative,2,tra
M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775, negative,2,tra
F,0.55,0.43,0.125,0.9229999999999999,0.4035,0.175,0.28300000000000003, negative,2,tra
F,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32, negative,2,tra
F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321, negative,2,tra
I,0.315,0.23,0.07,0.14400000000000002,0.053,0.0305,0.04, negative,2,tra
I,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125, negative,2,tra
I,0.45,0.355,0.105,0.4445,0.19699999999999998,0.09300000000000001,0.1335, negative,2,tra
M,0.48,0.36,0.1,0.439,0.19399999999999998,0.099,0.115, negative,2,tra
I,0.505,0.39,0.15,0.685,0.36200000000000004,0.131,0.156, negative,2,tra
M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19, negative,2,tra
M,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955, negative,2,tra
F,0.525,0.415,0.14,0.7240000000000001,0.3475,0.17300000000000001,0.175, negative,2,tra
F,0.53,0.425,0.15,0.8495,0.32799999999999996,0.23199999999999998,0.20199999999999999, negative,2,tra
F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205, negative,2,tra
M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155, negative,2,tra
M,0.535,0.435,0.14,0.8740000000000001,0.3735,0.22899999999999998,0.2195, negative,2,tra
F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18, negative,2,tra
F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276, negative,2,tra
F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29, negative,2,tra
M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309, negative,2,tra
F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25, negative,2,tra
F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33, negative,2,tra
M,0.63,0.485,0.155,1.278,0.637,0.275,0.31, negative,2,tra
M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235, negative,2,tra
M,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4, negative,2,tra
F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336, negative,2,tra
M,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405, negative,2,tra
I,0.445,0.335,0.11,0.41100000000000003,0.1985,0.0935,0.109, negative,2,tra
I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315, negative,2,tra
I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665, negative,2,tra
I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134, negative,2,tra
I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166, negative,2,tra
I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15, negative,2,tra
I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157, negative,2,tra
I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405, negative,2,tra
F,0.55,0.415,0.135,0.8145,0.42700000000000005,0.1855,0.175, negative,2,tra
F,0.55,0.43,0.15,0.84,0.395,0.195,0.223, negative,2,tra
M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215, negative,2,tra
F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245, negative,2,tra
M,0.56,0.415,0.145,0.852,0.43,0.1885,0.205, negative,2,tra
I,0.57,0.44,0.15,0.755,0.3425,0.16,0.22399999999999998, negative,2,tra
M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265, negative,2,tra
M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295, negative,2,tra
M,0.59,0.47,0.15,0.9955,0.48100000000000004,0.23199999999999998,0.24, negative,2,tra
M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24, negative,2,tra
F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25, negative,2,tra
M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415, negative,2,tra
M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475, negative,2,tra
M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405, negative,2,tra
F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281, negative,2,tra
M,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003, negative,2,tra
M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685, negative,2,tra
I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525, negative,2,tra
I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07, negative,2,tra
I,0.385,0.28,0.085,0.2175,0.09699999999999999,0.038,0.067, negative,2,tra
I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945, negative,2,tra
I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085, negative,2,tra
I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115, negative,2,tra
I,0.43,0.315,0.095,0.37799999999999995,0.175,0.08,0.1045, negative,2,tra
I,0.455,0.345,0.105,0.4005,0.16399999999999998,0.0755,0.126, negative,2,tra
F,0.455,0.365,0.115,0.4305,0.184,0.10800000000000001,0.1245, negative,2,tra
F,0.46,0.365,0.125,0.4785,0.20600000000000002,0.1045,0.141, negative,2,tra
I,0.47,0.365,0.1,0.41100000000000003,0.175,0.0855,0.135, negative,2,tra
I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505, negative,2,tra
I,0.47,0.355,0.12,0.39299999999999996,0.16699999999999998,0.0885,0.115, negative,2,tra
I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14, negative,2,tra
I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505, negative,2,tra
I,0.475,0.36,0.11,0.49200000000000005,0.21100000000000002,0.11,0.15, negative,2,tra
I,0.48,0.355,0.115,0.4725,0.2065,0.11199999999999999,0.132, negative,2,tra
I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135, negative,2,tra
M,0.495,0.395,0.12,0.5529999999999999,0.22399999999999998,0.1375,0.16699999999999998, negative,2,tra
I,0.505,0.395,0.105,0.551,0.248,0.10300000000000001,0.171, negative,2,tra
I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225, negative,2,tra
I,0.545,0.435,0.135,0.7715,0.37200000000000005,0.14800000000000002,0.22699999999999998, negative,2,tra
I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185, negative,2,tra
F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225, negative,2,tra
F,0.58,0.445,0.15,0.858,0.4,0.156,0.253, negative,2,tra
M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025, negative,2,tra
I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125, negative,2,tra
M,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142, negative,2,tra
M,0.485,0.39,0.085,0.6435,0.2945,0.10300000000000001,0.198, negative,2,tra
I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17, negative,2,tra
M,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149, negative,2,tra
M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735, negative,2,tra
F,0.56,0.43,0.15,0.8745,0.45299999999999996,0.161,0.22, negative,2,tra
M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249, negative,2,tra
M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385, negative,2,tra
M,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335, negative,2,tra
M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245, negative,2,tra
F,0.59,0.46,0.145,0.9905,0.45299999999999996,0.2205,0.275, negative,2,tra
I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251, negative,2,tra
F,0.62,0.435,0.155,1.012,0.47700000000000004,0.23600000000000002,0.275, negative,2,tra
M,0.635,0.51,0.185,1.308,0.544,0.318,0.377, negative,2,tra
M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215, negative,2,tra
I,0.36,0.27,0.095,0.2,0.073,0.055999999999999994,0.061, negative,2,tra
I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076, negative,2,tra
I,0.385,0.3,0.09,0.308,0.1525,0.055999999999999994,0.0835, negative,2,tra
I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955, negative,2,tra
I,0.425,0.325,0.11,0.317,0.135,0.048,0.09, negative,2,tra
I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105, negative,2,tra
I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155, negative,2,tra
I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125, negative,2,tra
I,0.48,0.37,0.12,0.536,0.251,0.114,0.15, negative,2,tra
M,0.48,0.355,0.16,0.46399999999999997,0.221,0.106,0.239, negative,2,tra
I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002, negative,2,tra
I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15, negative,2,tra
I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19, negative,2,tra
I,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935, negative,2,tra
I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.17300000000000001, negative,2,tra
I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17, negative,2,tra
I,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185, negative,2,tra
M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875, negative,2,tra
I,0.525,0.38,0.135,0.615,0.261,0.159,0.175, negative,2,tra
I,0.54,0.425,0.135,0.6859999999999999,0.3475,0.1545,0.213, negative,2,tra
I,0.545,0.42,0.125,0.7170000000000001,0.358,0.11199999999999999,0.22, negative,2,tra
I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215, negative,2,tra
I,0.55,0.425,0.15,0.7665,0.33899999999999997,0.17600000000000002,0.21, negative,2,tra
I,0.555,0.435,0.14,0.765,0.3945,0.15,0.20600000000000002, negative,2,tra
M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268, negative,2,tra
F,0.575,0.465,0.195,0.9965,0.41700000000000004,0.247,0.47, negative,2,tra
F,0.6,0.46,0.155,0.9735,0.42700000000000005,0.2045,0.3, negative,2,tra
I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29, negative,2,tra
F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24, negative,2,tra
F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995, negative,2,tra
I,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645, negative,2,tra
I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.21100000000000002, negative,2,tra
I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215, negative,2,tra
I,0.485,0.365,0.105,0.5205,0.195,0.12300000000000001,0.182, negative,2,tra
F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825, negative,2,tra
M,0.515,0.395,0.135,1.0070000000000001,0.47200000000000003,0.2495,0.252, negative,2,tra
M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105, negative,2,tra
F,0.535,0.425,0.135,0.7709999999999999,0.3765,0.1815,0.1795, negative,2,tra
F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31, negative,2,tra
I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081, negative,2,tra
I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115, negative,2,tra
I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165, negative,2,tra
I,0.505,0.4,0.145,0.7045,0.33399999999999996,0.1425,0.207, negative,2,tra
I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184, negative,2,tra
I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21, negative,2,tra
I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23, negative,2,tra
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.19399999999999998, negative,2,tra
M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27, negative,2,tra
I,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925, negative,2,tra
M,0.45,0.33,0.105,0.4955,0.2575,0.08199999999999999,0.129, negative,2,tra
I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365, negative,2,tra
I,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057, negative,2,tra
I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006, negative,2,tra
I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725, negative,2,tra
I,0.405,0.31,0.09,0.312,0.138,0.06,0.087, negative,2,tra
M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135, negative,2,tra
I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158, negative,2,tra
M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635, negative,2,tra
F,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785, negative,2,tra
M,0.525,0.385,0.1,0.5115,0.24600000000000002,0.1005,0.1455, negative,2,tra
M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795, negative,2,tra
F,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035, negative,2,tra
M,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605, negative,2,tra
F,0.61,0.43,0.14,0.909,0.43799999999999994,0.2,0.22, negative,2,tra
M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.37200000000000005, negative,2,tra
M,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32, negative,2,tra
M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175, negative,2,tra
M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175, negative,2,tra
F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185, negative,2,tra
M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15, negative,2,tra
F,0.44,0.33,0.115,0.4005,0.14300000000000002,0.113,0.12, negative,2,tra
F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2, negative,2,tra
I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11, negative,2,tra
F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16, negative,2,tra
M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175, negative,2,tra
M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17, negative,2,tra
I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165, negative,2,tra
I,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04, negative,2,tra
I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095, negative,2,tra
I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105, negative,2,tra
F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109, negative,2,tra
F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36, negative,2,tra
I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032, negative,2,tra
M,0.44,0.325,0.08,0.413,0.14400000000000002,0.1015,0.13, negative,2,tra
F,0.37,0.275,0.08,0.22699999999999998,0.09300000000000001,0.0625,0.07, negative,2,tra
F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135, negative,2,tra
I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085, negative,2,tra
M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505, negative,2,tra
F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175, negative,2,tra
M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002, negative,2,tra
F,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35, negative,2,tra
I,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325, negative,2,tra
I,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12, negative,2,tra
F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215, negative,2,tra
F,0.55,0.425,0.125,0.9640000000000001,0.5475,0.159,0.215, negative,2,tra
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295, negative,2,tra
F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425, negative,2,tra
F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335, negative,2,tra
F,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29, negative,2,tra
M,0.61,0.48,0.15,1.1495,0.564,0.27399999999999997,0.264, negative,2,tra
M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292, negative,2,tra
F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595, negative,2,tra
M,0.63,0.48,0.165,1.286,0.604,0.271,0.35, negative,2,tra
M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325, negative,2,tra
I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095, negative,2,tra
I,0.485,0.375,0.13,0.5535,0.266,0.11199999999999999,0.157, negative,2,tra
I,0.49,0.375,0.125,0.5445,0.27899999999999997,0.115,0.13, negative,2,tra
M,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15, negative,2,tra
I,0.51,0.385,0.15,0.625,0.3095,0.11900000000000001,0.1725, negative,2,tra
I,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755, negative,2,tra
F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185, negative,2,tra
F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248, negative,2,tra
M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225, negative,2,tra
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245, negative,2,tra
F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265, negative,2,tra
I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825, negative,2,tra
I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09, negative,2,tra
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1, negative,2,tra
I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015, negative,2,tra
M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155, negative,2,tra
I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315, negative,2,tra
I,0.46,0.35,0.1,0.47100000000000003,0.252,0.077,0.12300000000000001, negative,2,tra
I,0.46,0.345,0.105,0.415,0.187,0.087,0.11, negative,2,tra
I,0.485,0.38,0.125,0.5215,0.2215,0.11800000000000001,0.16, negative,2,tra
I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305, negative,2,tra
I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615, negative,2,tra
I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195, negative,2,tra
F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275, negative,2,tra
F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785, negative,2,tra
F,0.585,0.455,0.13,0.8755,0.41100000000000003,0.2065,0.225, negative,2,tra
I,0.36,0.27,0.09,0.23199999999999998,0.12,0.0435,0.055999999999999994, negative,2,tra
I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405, negative,2,tra
F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965, negative,2,tra
M,0.57,0.42,0.14,0.8745,0.41600000000000004,0.165,0.25, negative,2,tra
F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325, negative,2,tra
M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25, negative,2,tra
F,0.645,0.49,0.16,1.1440000000000001,0.5015,0.289,0.319, negative,2,tra
I,0.4,0.315,0.09,0.3245,0.151,0.073,0.08800000000000001, negative,2,tra
I,0.47,0.385,0.13,0.5870000000000001,0.264,0.11699999999999999,0.174, negative,2,tra
I,0.475,0.375,0.11,0.494,0.21100000000000002,0.109,0.1545, negative,2,tra
I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161, negative,2,tra
I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152, negative,2,tra
M,0.505,0.365,0.115,0.521,0.25,0.096,0.15, negative,2,tra
M,0.52,0.465,0.15,0.9505,0.456,0.19899999999999998,0.255, negative,2,tra
