"","fingerprint","minutia","x","y","angle","score_change"
"G047X4I_1_1#v45","G047X4I_1_1","v45",381,443,157,-0.077497057
"G047X4I_1_1#v46","G047X4I_1_1","v46",453,271,155,0.151914631
"G047X4I_1_1#v47","G047X4I_1_1","v47",429,149,148,-0.047981088
"G047X4I_1_1#v48","G047X4I_1_1","v48",452,309,151,-0.13357299
"G047X4I_1_1#v49","G047X4I_1_1","v49",268,160,143,0.112693693
"G047X4I_1_1#v50","G047X4I_1_1","v50",338,274,145,0.032094775
"G047X4I_1_1#v51","G047X4I_1_1","v51",356,305,144,-0.229922452
"G047X4I_1_1#v52","G047X4I_1_1","v52",363,346,141,-0.03117528
"G047X4I_1_1#v53","G047X4I_1_1","v53",395,217,145,-0.023427626
"G047X4I_1_1#v54","G047X4I_1_1","v54",367,265,139,-0.018532128
"G047X4I_1_1#v55","G047X4I_1_1","v55",409,256,138,-0.101156581
"G047X4I_1_1#v56","G047X4I_1_1","v56",391,423,133,0.053644213
"G047X4I_1_1#v57","G047X4I_1_1","v57",363,362,134,0.010611538
"G047X4I_1_1#v58","G047X4I_1_1","v58",314,122,133,0.002185505
"G047X4I_1_1#v59","G047X4I_1_1","v59",315,179,134,-0.004297712
"G047X4I_1_1#v60","G047X4I_1_1","v60",408,401,121,0.025852819
"G047X4I_1_1#v61","G047X4I_1_1","v61",377,345,113,0.144233402
"G047X4I_1_1#v62","G047X4I_1_1","v62",415,403,118,0.066352561
"G047X4I_1_1#v63","G047X4I_1_1","v63",441,414,96,-0.10698874
"G049X3I_1_1#v0","G049X3I_1_1","v0",357,421,89,0.132334158
"G049X3I_1_1#v1","G049X3I_1_1","v1",380,402,82,0.124641329
"G049X3I_1_1#v2","G049X3I_1_1","v2",384,396,76,0.156021344
"G049X3I_1_1#v3","G049X3I_1_1","v3",436,339,57,-0.08115258
"G049X3I_1_1#v4","G049X3I_1_1","v4",385,385,53,0.120382074
"G049X3I_1_1#v5","G049X3I_1_1","v5",463,379,55,0.0174613
"G049X3I_1_1#v6","G049X3I_1_1","v6",388,281,24,-0.377730726
"G049X3I_1_1#v7","G049X3I_1_1","v7",369,305,15,0.046523179
"G049X3I_1_1#v8","G049X3I_1_1","v8",352,246,4,-0.100843713
"G049X3I_1_1#v9","G049X3I_1_1","v9",357,216,0,-0.279521495
"G049X3I_1_1#v10","G049X3I_1_1","v10",343,321,342,-0.018172106
"G049X3I_1_1#v11","G049X3I_1_1","v11",318,296,331,-0.016509675
"G049X3I_1_1#v12","G049X3I_1_1","v12",313,385,294,-0.048791114
"G049X3I_1_1#v13","G049X3I_1_1","v13",446,389,243,0.002937962
"G049X3I_1_1#v14","G049X3I_1_1","v14",462,363,234,0.026607901
"G049X3I_1_1#v15","G049X3I_1_1","v15",408,291,207,-0.171024389
"G049X3I_1_1#v16","G049X3I_1_1","v16",409,327,200,-0.257485085
"G049X3I_1_1#v17","G049X3I_1_1","v17",388,247,182,-0.142189508
"G049X3I_1_1#v18","G049X3I_1_1","v18",357,263,176,-0.012622952
"G049X3I_1_1#v19","G049X3I_1_1","v19",391,292,178,-0.12464893
"G049X3I_1_1#v20","G049X3I_1_1","v20",368,312,163,-0.164129546
"G049X3I_1_1#v21","G049X3I_1_1","v21",323,275,141,-0.097958578
"G049X3I_1_1#v22","G049X3I_1_1","v22",333,314,136,-0.272912859
"G049X3I_1_1#v23","G049X3I_1_1","v23",359,363,118,-0.257720223
"G049X3I_1_1#v24","G049X3I_1_1","v24",328,392,111,0.156247224
"G050X7I_1_1#v0","G050X7I_1_1","v0",426,367,87,0.39430599
"G050X7I_1_1#v1","G050X7I_1_1","v1",488,460,85,0.190519988
"G050X7I_1_1#v2","G050X7I_1_1","v2",473,395,87,0.465677405
"G050X7I_1_1#v3","G050X7I_1_1","v3",479,345,75,-0.299252882
"G050X7I_1_1#v4","G050X7I_1_1","v4",447,572,4,-0.507826613
"G050X7I_1_1#v5","G050X7I_1_1","v5",294,590,352,-0.035736999
"G050X7I_1_1#v6","G050X7I_1_1","v6",413,589,352,-0.584831441
"G050X7I_1_1#v7","G050X7I_1_1","v7",277,575,340,-0.43338702
"G050X7I_1_1#v8","G050X7I_1_1","v8",334,566,341,-0.243343741
"G050X7I_1_1#v9","G050X7I_1_1","v9",364,556,335,-0.334113723
"G050X7I_1_1#v10","G050X7I_1_1","v10",338,544,335,-0.234229357
"G050X7I_1_1#v11","G050X7I_1_1","v11",461,558,327,0.065212195
"G050X7I_1_1#v12","G050X7I_1_1","v12",399,550,327,-0.159687157
"G050X7I_1_1#v13","G050X7I_1_1","v13",384,553,328,-0.442551164
"G050X7I_1_1#v14","G050X7I_1_1","v14",284,531,324,-0.689162345
"G050X7I_1_1#v15","G050X7I_1_1","v15",339,527,324,-0.459506466
"G050X7I_1_1#v16","G050X7I_1_1","v16",439,555,324,-0.295573047
"G050X7I_1_1#v17","G050X7I_1_1","v17",299,502,320,-0.059863178
"G050X7I_1_1#v18","G050X7I_1_1","v18",274,508,307,-0.869387055
"G050X7I_1_1#v19","G050X7I_1_1","v19",453,538,307,-1.015286333
"G050X7I_1_1#v20","G050X7I_1_1","v20",384,500,306,-0.116343447
"G050X7I_1_1#v21","G050X7I_1_1","v21",396,508,307,-0.526580968
"G050X7I_1_1#v22","G050X7I_1_1","v22",321,608,173,-0.179379854
"G050X7I_1_1#v23","G050X7I_1_1","v23",406,394,100,-0.082472678
"G050X7I_1_1#v24","G050X7I_1_1","v24",479,494,99,0.189437803
"G050X7I_1_1#v25","G050X7I_1_1","v25",464,464,99,0.380255826
"G050X7I_1_1#v26","G050X7I_1_1","v26",447,421,93,-0.474408997
"G051X6I_1_1#v0","G051X6I_1_1","v0",305,534,89,-0.117280843
"G051X6I_1_1#v1","G051X6I_1_1","v1",337,468,87,-0.188289264
"G051X6I_1_1#v2","G051X6I_1_1","v2",486,378,86,-0.217759689
"G051X6I_1_1#v3","G051X6I_1_1","v3",439,442,81,-0.06861489
"G051X6I_1_1#v4","G051X6I_1_1","v4",423,453,74,0.003190411
"G051X6I_1_1#v5","G051X6I_1_1","v5",311,566,54,0.084624494
"G051X6I_1_1#v6","G051X6I_1_1","v6",395,686,2,-0.043603391
"G051X6I_1_1#v7","G051X6I_1_1","v7",263,624,5,0.082513425
"G051X6I_1_1#v8","G051X6I_1_1","v8",419,628,0,-0.10957484
"G051X6I_1_1#v9","G051X6I_1_1","v9",346,659,359,-0.004338149
"G051X6I_1_1#v10","G051X6I_1_1","v10",273,611,356,0.042275763
"G051X6I_1_1#v11","G051X6I_1_1","v11",285,594,343,0.051886055
"G051X6I_1_1#v12","G051X6I_1_1","v12",459,312,310,-0.005196492
"G051X6I_1_1#v13","G051X6I_1_1","v13",154,337,306,-0.237839671
"G051X6I_1_1#v14","G051X6I_1_1","v14",446,300,300,0.035837826
"G051X6I_1_1#v15","G051X6I_1_1","v15",199,345,297,-0.218893064
"G051X6I_1_1#v16","G051X6I_1_1","v16",253,572,297,0.057025736
"G051X6I_1_1#v17","G051X6I_1_1","v17",190,512,295,0.021956841
"G051X6I_1_1#v18","G051X6I_1_1","v18",195,279,297,-0.156400576
"G051X6I_1_1#v19","G051X6I_1_1","v19",320,286,292,-0.072398281
"G051X6I_1_1#v20","G051X6I_1_1","v20",235,483,287,-0.151497104
"G051X6I_1_1#v21","G051X6I_1_1","v21",233,401,291,-0.229205716
"G051X6I_1_1#v22","G051X6I_1_1","v22",390,235,289,0.12262313
"G051X6I_1_1#v23","G051X6I_1_1","v23",248,363,288,0.1297728
"G051X6I_1_1#v24","G051X6I_1_1","v24",423,372,282,-0.148241346
"G051X6I_1_1#v25","G051X6I_1_1","v25",289,280,286,-0.01835608
"G051X6I_1_1#v26","G051X6I_1_1","v26",343,360,284,-0.179832222
"G051X6I_1_1#v27","G051X6I_1_1","v27",150,254,283,0.113099981
"G051X6I_1_1#v28","G051X6I_1_1","v28",391,358,284,-0.227429554
"G051X6I_1_1#v29","G051X6I_1_1","v29",291,200,278,-0.001823503
"G051X6I_1_1#v30","G051X6I_1_1","v30",297,403,277,-0.078425721
"G051X6I_1_1#v31","G051X6I_1_1","v31",311,226,276,0.023215395
"G051X6I_1_1#v32","G051X6I_1_1","v32",367,300,276,-0.071897217
"G051X6I_1_1#v33","G051X6I_1_1","v33",380,276,277,-0.039106913
"G051X6I_1_1#v34","G051X6I_1_1","v34",266,209,271,-0.078654156
"G051X6I_1_1#v35","G051X6I_1_1","v35",501,504,274,-0.030410945
"G051X6I_1_1#v36","G051X6I_1_1","v36",441,460,265,0.05955082
"G051X6I_1_1#v37","G051X6I_1_1","v37",487,423,267,-0.045520534
"G051X6I_1_1#v38","G051X6I_1_1","v38",375,456,263,-0.18705511
"G051X6I_1_1#v39","G051X6I_1_1","v39",453,456,262,0.140981002
"G051X6I_1_1#v40","G051X6I_1_1","v40",482,534,256,0.024184486
"G051X6I_1_1#v41","G051X6I_1_1","v41",429,466,258,0.032771696
"G051X6I_1_1#v42","G051X6I_1_1","v42",416,504,248,-0.118489817
"G051X6I_1_1#v43","G051X6I_1_1","v43",445,551,242,0.008990903
"G051X6I_1_1#v44","G051X6I_1_1","v44",352,564,237,-0.22432685
"G051X6I_1_1#v45","G051X6I_1_1","v45",420,569,231,-0.043520872
"G051X6I_1_1#v46","G051X6I_1_1","v46",466,559,227,0.120696304
"G051X6I_1_1#v47","G051X6I_1_1","v47",392,569,227,-0.139014925
"G051X6I_1_1#v48","G051X6I_1_1","v48",476,552,226,0.114947349
"G051X6I_1_1#v49","G051X6I_1_1","v49",363,600,205,-0.023832287
"G051X6I_1_1#v50","G051X6I_1_1","v50",347,608,202,0.065330992
"G051X6I_1_1#v51","G051X6I_1_1","v51",439,601,193,-0.079110168
"G051X6I_1_1#v52","G051X6I_1_1","v52",402,592,195,0.019007882
"G051X6I_1_1#v53","G051X6I_1_1","v53",321,636,188,0.031983935
"G051X6I_1_1#v54","G051X6I_1_1","v54",453,640,182,-0.01416878
"G051X6I_1_1#v55","G051X6I_1_1","v55",403,640,184,0.025809038
"G051X6I_1_1#v56","G051X6I_1_1","v56",357,648,180,0.028309729
"G051X6I_1_1#v57","G051X6I_1_1","v57",291,674,173,0.0405092
"G051X6I_1_1#v58","G051X6I_1_1","v58",222,549,137,0.045528983
"G051X6I_1_1#v59","G051X6I_1_1","v59",180,326,121,-0.204158591
"G051X6I_1_1#v60","G051X6I_1_1","v60",223,288,114,-0.161510153
"G051X6I_1_1#v61","G051X6I_1_1","v61",259,309,115,-0.075070321
"G051X6I_1_1#v62","G051X6I_1_1","v62",175,459,116,-0.049182818
"G051X6I_1_1#v63","G051X6I_1_1","v63",249,364,114,-0.127119576
"G051X6I_1_1#v64","G051X6I_1_1","v64",298,253,107,-0.071638537
"G051X6I_1_1#v65","G051X6I_1_1","v65",274,265,111,-0.184658849
"G051X6I_1_1#v66","G051X6I_1_1","v66",210,372,112,-0.220748323
"G051X6I_1_1#v67","G051X6I_1_1","v67",292,302,106,-0.140826513
"G051X6I_1_1#v68","G051X6I_1_1","v68",350,330,105,-0.159248508
"G051X6I_1_1#v69","G051X6I_1_1","v69",227,449,104,-0.086960306
"G051X6I_1_1#v70","G051X6I_1_1","v70",269,504,106,0.014997271
"G051X6I_1_1#v71","G051X6I_1_1","v71",259,401,106,-0.196176778
"G051X6I_1_1#v72","G051X6I_1_1","v72",277,430,102,-0.033713024
"G051X6I_1_1#v73","G051X6I_1_1","v73",298,392,98,-0.014617075
"G051X6I_1_1#v74","G051X6I_1_1","v74",377,236,98,0.053713651
"G051X6I_1_1#v75","G051X6I_1_1","v75",310,403,96,-0.135890682
"G051X6I_1_1#v76","G051X6I_1_1","v76",303,353,101,-0.236829673
"G051X6I_1_1#v77","G051X6I_1_1","v77",530,424,93,0.068093686
"G051X6I_1_1#v78","G051X6I_1_1","v78",380,402,93,-0.089922167
"G051X6I_1_1#v79","G051X6I_1_1","v79",266,161,92,0.115539003
"G051X6I_1_1#v80","G051X6I_1_1","v80",337,224,92,0.120797117
"G051X6I_1_1#v81","G051X6I_1_1","v81",291,514,91,0.015984216
"G052X9I_1_1#v0","G052X9I_1_1","v0",443,602,78,-0.423062832
"G052X9I_1_1#v1","G052X9I_1_1","v1",468,609,72,-0.193703021
"G052X9I_1_1#v2","G052X9I_1_1","v2",497,613,63,-0.079865672
"G052X9I_1_1#v3","G052X9I_1_1","v3",472,523,52,-0.102270434
"G052X9I_1_1#v4","G052X9I_1_1","v4",481,471,45,-0.165346993
"G052X9I_1_1#v5","G052X9I_1_1","v5",493,444,27,0.025226682
"G052X9I_1_1#v6","G052X9I_1_1","v6",414,478,17,-0.117385077
"G052X9I_1_1#v7","G052X9I_1_1","v7",349,413,343,-0.093733007
"G052X9I_1_1#v8","G052X9I_1_1","v8",371,493,329,-0.052221493
"G052X9I_1_1#v9","G052X9I_1_1","v9",390,539,329,0.012073992
"G052X9I_1_1#v10","G052X9I_1_1","v10",396,564,313,0.031292637
"G052X9I_1_1#v11","G052X9I_1_1","v11",248,373,310,0.129345614
"G052X9I_1_1#v12","G052X9I_1_1","v12",231,481,302,0.054296314
"G052X9I_1_1#v13","G052X9I_1_1","v13",229,426,297,0.106386639
"G052X9I_1_1#v14","G052X9I_1_1","v14",262,570,282,-0.048776191
"G052X9I_1_1#v15","G052X9I_1_1","v15",286,496,285,0.001099699
"G052X9I_1_1#v16","G052X9I_1_1","v16",341,558,279,-0.135402711
"G052X9I_1_1#v17","G052X9I_1_1","v17",465,503,222,0.018090734
"G052X9I_1_1#v18","G052X9I_1_1","v18",441,521,213,-0.039289155
"G052X9I_1_1#v19","G052X9I_1_1","v19",448,413,197,-0.231264114
"G052X9I_1_1#v20","G052X9I_1_1","v20",422,550,151,-0.085252729
"G052X9I_1_1#v21","G052X9I_1_1","v21",342,382,148,-0.024446114
"G052X9I_1_1#v22","G052X9I_1_1","v22",359,439,140,0.089537267
"G052X9I_1_1#v23","G052X9I_1_1","v23",244,494,113,-0.038868444
"G052X9I_1_1#v24","G052X9I_1_1","v24",275,486,108,0.014754453
"G052X9I_1_1#v25","G052X9I_1_1","v25",269,550,100,-0.174233107
"G052X9I_1_1#v26","G052X9I_1_1","v26",345,517,101,-0.277105429
"G053X6I_1_1#v0","G053X6I_1_1","v0",533,514,85,-0.357225378
"G053X6I_1_1#v1","G053X6I_1_1","v1",415,455,87,0.024377113
"G053X6I_1_1#v2","G053X6I_1_1","v2",461,467,83,0.050458336
"G053X6I_1_1#v3","G053X6I_1_1","v3",452,470,84,-0.008799448
"G053X6I_1_1#v4","G053X6I_1_1","v4",486,481,81,-0.121216548
"G053X6I_1_1#v5","G053X6I_1_1","v5",521,485,77,-0.223723714
"G053X6I_1_1#v6","G053X6I_1_1","v6",473,424,68,-0.039529075
"G053X6I_1_1#v7","G053X6I_1_1","v7",498,430,65,-0.265027112
"G053X6I_1_1#v8","G053X6I_1_1","v8",531,461,63,-0.24719293
"G053X6I_1_1#v9","G053X6I_1_1","v9",546,442,57,-0.316625856
"G053X6I_1_1#v10","G053X6I_1_1","v10",538,457,57,-0.175821783
"G053X6I_1_1#v11","G053X6I_1_1","v11",517,364,51,-0.207380104
"G053X6I_1_1#v12","G053X6I_1_1","v12",555,373,46,0.177787512
"G053X6I_1_1#v13","G053X6I_1_1","v13",512,649,347,-0.337594605
"G053X6I_1_1#v14","G053X6I_1_1","v14",446,668,345,0.169513591
"G053X6I_1_1#v15","G053X6I_1_1","v15",583,603,342,-0.081257608
"G053X6I_1_1#v16","G053X6I_1_1","v16",534,619,341,-0.146357178
"G053X6I_1_1#v17","G053X6I_1_1","v17",564,569,337,-0.139299487
"G053X6I_1_1#v18","G053X6I_1_1","v18",558,583,333,-0.232216069
"G053X6I_1_1#v19","G053X6I_1_1","v19",450,620,323,0.134694675
"G053X6I_1_1#v20","G053X6I_1_1","v20",520,603,317,-0.197256937
"G053X6I_1_1#v21","G053X6I_1_1","v21",500,593,310,-0.086457505
"G053X6I_1_1#v22","G053X6I_1_1","v22",530,574,306,-0.534649652
"G053X6I_1_1#v23","G053X6I_1_1","v23",448,602,297,-0.347200693
"G053X6I_1_1#v24","G053X6I_1_1","v24",426,616,298,-0.316592673
"G053X6I_1_1#v25","G053X6I_1_1","v25",389,573,294,-0.17494714
"G053X6I_1_1#v26","G053X6I_1_1","v26",511,570,291,-0.382863751
"G053X6I_1_1#v27","G053X6I_1_1","v27",346,593,291,0.188927343
"G053X6I_1_1#v28","G053X6I_1_1","v28",486,597,289,-0.15527856
"G053X6I_1_1#v29","G053X6I_1_1","v29",375,590,285,-0.018213781
"G053X6I_1_1#v30","G053X6I_1_1","v30",475,563,280,-0.375861723
"G053X6I_1_1#v31","G053X6I_1_1","v31",471,497,259,-0.223361865
"G053X6I_1_1#v32","G053X6I_1_1","v32",577,498,234,-0.401344518
"G053X6I_1_1#v33","G053X6I_1_1","v33",626,496,210,0.181808307
"G053X6I_1_1#v34","G053X6I_1_1","v34",600,540,202,-0.103774663
"G053X6I_1_1#v35","G053X6I_1_1","v35",589,553,193,-0.091022336
"G053X6I_1_1#v36","G053X6I_1_1","v36",479,659,164,-0.023505667
"G053X6I_1_1#v37","G053X6I_1_1","v37",602,584,154,-0.264207965
"G053X6I_1_1#v38","G053X6I_1_1","v38",588,571,156,0.106850792
"G053X6I_1_1#v39","G053X6I_1_1","v39",570,552,135,-0.333074247
"G053X6I_1_1#v40","G053X6I_1_1","v40",451,569,117,-0.565682165
"G053X6I_1_1#v41","G053X6I_1_1","v41",486,563,111,0.156783345
"G053X6I_1_1#v42","G053X6I_1_1","v42",347,503,104,0.17605517
"G053X6I_1_1#v43","G053X6I_1_1","v43",416,535,104,-0.261914194
"G053X6I_1_1#v44","G053X6I_1_1","v44",545,532,101,-0.11324447
"G055X3I_1_1#v0","G055X3I_1_1","v0",409,356,59,-0.261573209
"G055X3I_1_1#v1","G055X3I_1_1","v1",430,379,61,-0.223616558
"G055X3I_1_1#v2","G055X3I_1_1","v2",357,400,53,0.155326267
"G055X3I_1_1#v3","G055X3I_1_1","v3",337,437,47,-0.036257099
"G055X3I_1_1#v4","G055X3I_1_1","v4",488,217,49,0.084047277
"G055X3I_1_1#v5","G055X3I_1_1","v5",390,422,45,0.334649977
"G055X3I_1_1#v6","G055X3I_1_1","v6",324,224,12,0.00325604
"G055X3I_1_1#v7","G055X3I_1_1","v7",427,405,241,-0.253788983
"G055X3I_1_1#v8","G055X3I_1_1","v8",487,362,231,-0.191070869
"G055X3I_1_1#v9","G055X3I_1_1","v9",394,409,231,-0.067456055
"G055X3I_1_1#v10","G055X3I_1_1","v10",466,448,229,-0.185457469
"G055X3I_1_1#v11","G055X3I_1_1","v11",386,441,226,0.164413873
"G055X3I_1_1#v12","G055X3I_1_1","v12",494,427,230,-0.258933131
"G055X3I_1_1#v13","G055X3I_1_1","v13",445,458,224,-0.0832154
"G055X3I_1_1#v14","G055X3I_1_1","v14",478,218,221,0.110010161
"G055X3I_1_1#v15","G055X3I_1_1","v15",443,158,223,0.08609186
"G055X3I_1_1#v16","G055X3I_1_1","v16",438,236,219,-0.086482797
"G055X3I_1_1#v17","G055X3I_1_1","v17",344,483,216,-0.017415399
"G055X3I_1_1#v18","G055X3I_1_1","v18",409,270,213,-0.23635491
"G055X3I_1_1#v19","G055X3I_1_1","v19",402,235,212,0.000387623
"G055X3I_1_1#v20","G055X3I_1_1","v20",407,452,204,-0.224215608
"G055X3I_1_1#v21","G055X3I_1_1","v21",352,155,200,0.141683275
"G055X3I_1_1#v22","G055X3I_1_1","v22",353,258,193,-0.004916683
"G055X3I_1_1#v23","G055X3I_1_1","v23",439,476,189,-0.165670683
"G055X3I_1_1#v24","G055X3I_1_1","v24",502,469,190,-0.037107105
"G055X3I_1_1#v25","G055X3I_1_1","v25",489,494,183,-0.058652047
"G055X3I_1_1#v26","G055X3I_1_1","v26",439,508,179,-0.136155537
"G055X3I_1_1#v27","G055X3I_1_1","v27",477,524,169,-0.204110116
"G055X3I_1_1#v28","G055X3I_1_1","v28",369,391,172,0.159888145
"G055X3I_1_1#v29","G055X3I_1_1","v29",316,318,155,0.135538121
"G055X3I_1_1#v30","G055X3I_1_1","v30",313,383,106,-0.201514083
"G056X9I_1_1#v0","G056X9I_1_1","v0",458,355,81,0.008823716
"G056X9I_1_1#v1","G056X9I_1_1","v1",467,259,18,-0.075530503
"G056X9I_1_1#v2","G056X9I_1_1","v2",465,235,9,0.025682615
"G056X9I_1_1#v3","G056X9I_1_1","v3",417,150,355,0.114541208
"G056X9I_1_1#v4","G056X9I_1_1","v4",415,533,337,-0.088392441
"G056X9I_1_1#v5","G056X9I_1_1","v5",388,513,328,-0.025462942
"G056X9I_1_1#v6","G056X9I_1_1","v6",391,527,331,-0.039023338
"G056X9I_1_1#v7","G056X9I_1_1","v7",428,522,327,-0.016929158
"G056X9I_1_1#v8","G056X9I_1_1","v8",428,325,326,-0.144043922
"G056X9I_1_1#v9","G056X9I_1_1","v9",366,253,319,0.011878949
"G056X9I_1_1#v10","G056X9I_1_1","v10",358,205,320,-0.213685294
"G056X9I_1_1#v11","G056X9I_1_1","v11",344,142,318,0.112428013
"G056X9I_1_1#v12","G056X9I_1_1","v12",405,484,310,-0.264424303
"G056X9I_1_1#v13","G056X9I_1_1","v13",341,169,314,-0.064426179
"G056X9I_1_1#v14","G056X9I_1_1","v14",364,493,312,-0.404542183
"G056X9I_1_1#v15","G056X9I_1_1","v15",373,265,314,0.112916318
"G056X9I_1_1#v16","G056X9I_1_1","v16",303,343,307,-0.074726209
"G056X9I_1_1#v17","G056X9I_1_1","v17",300,249,304,0.004711154
"G056X9I_1_1#v18","G056X9I_1_1","v18",312,273,301,-0.295609004
"G056X9I_1_1#v19","G056X9I_1_1","v19",296,176,301,0.132049163
"G056X9I_1_1#v20","G056X9I_1_1","v20",437,463,300,-0.088707884
"G056X9I_1_1#v21","G056X9I_1_1","v21",429,452,281,-0.155422914
"G056X9I_1_1#v22","G056X9I_1_1","v22",409,458,278,-0.118019368
"G056X9I_1_1#v23","G056X9I_1_1","v23",427,156,178,0.065694008
"G056X9I_1_1#v24","G056X9I_1_1","v24",470,217,180,0.099358698
"G056X9I_1_1#v25","G056X9I_1_1","v25",464,246,174,0.08667037
"G056X9I_1_1#v26","G056X9I_1_1","v26",468,225,173,0.128617
"G056X9I_1_1#v27","G056X9I_1_1","v27",427,143,174,0.112009239
"G056X9I_1_1#v28","G056X9I_1_1","v28",448,279,155,-0.186598235
"G056X9I_1_1#v29","G056X9I_1_1","v29",396,231,148,-0.050485765
"G056X9I_1_1#v30","G056X9I_1_1","v30",372,257,139,0.162258833
"G056X9I_1_1#v31","G056X9I_1_1","v31",367,129,137,0.10162065
"G056X9I_1_1#v32","G056X9I_1_1","v32",325,311,125,-0.184940751
"G056X9I_1_1#v33","G056X9I_1_1","v33",399,320,119,-0.152309859
"G056X9I_1_1#v34","G056X9I_1_1","v34",340,378,118,-0.109213509
"G056X9I_1_1#v35","G056X9I_1_1","v35",479,433,116,-0.291277657
"G056X9I_1_1#v36","G056X9I_1_1","v36",366,362,110,-0.189864883
"G056X9I_1_1#v37","G056X9I_1_1","v37",361,435,109,-0.065615881
"G056X9I_1_1#v38","G056X9I_1_1","v38",455,362,96,-0.171402184
"G056X9I_1_1#v39","G056X9I_1_1","v39",487,395,94,-0.063041182
"G057X4I_1_1#v0","G057X4I_1_1","v0",510,450,79,0.044145772
"G057X4I_1_1#v1","G057X4I_1_1","v1",516,444,81,-0.01373065
"G057X4I_1_1#v2","G057X4I_1_1","v2",528,458,61,-0.192242819
"G057X4I_1_1#v3","G057X4I_1_1","v3",494,549,355,-0.021290111
"G057X4I_1_1#v4","G057X4I_1_1","v4",432,300,333,-0.027338776
"G057X4I_1_1#v5","G057X4I_1_1","v5",480,532,328,-0.164807783
"G057X4I_1_1#v6","G057X4I_1_1","v6",447,582,327,-0.043854594
"G057X4I_1_1#v7","G057X4I_1_1","v7",457,516,317,-0.213502871
"G057X4I_1_1#v8","G057X4I_1_1","v8",395,302,313,0.066088228
"G057X4I_1_1#v9","G057X4I_1_1","v9",416,363,308,-0.027338776
"G057X4I_1_1#v10","G057X4I_1_1","v10",454,429,306,-0.159849202
"G057X4I_1_1#v11","G057X4I_1_1","v11",452,560,309,-0.061031522
"G057X4I_1_1#v12","G057X4I_1_1","v12",425,526,303,-0.004347726
"G057X4I_1_1#v13","G057X4I_1_1","v13",398,516,295,0.045489275
"G057X4I_1_1#v14","G057X4I_1_1","v14",538,493,190,-0.116539357
"G057X4I_1_1#v15","G057X4I_1_1","v15",527,558,176,-0.020403735
"G057X4I_1_1#v16","G057X4I_1_1","v16",428,334,129,-0.027338776
"G057X4I_1_1#v17","G057X4I_1_1","v17",444,372,128,0.048970207
"G057X4I_1_1#v18","G057X4I_1_1","v18",506,460,122,-0.1405591
"G058X4I_1_1#v0","G058X4I_1_1","v0",233,455,82,0.059623922
"G058X4I_1_1#v1","G058X4I_1_1","v1",338,497,84,-0.125217516
"G058X4I_1_1#v2","G058X4I_1_1","v2",205,471,77,-0.255984689
"G058X4I_1_1#v3","G058X4I_1_1","v3",176,520,71,-0.442797365
"G058X4I_1_1#v4","G058X4I_1_1","v4",239,480,67,-0.371878326
"G058X4I_1_1#v5","G058X4I_1_1","v5",160,572,57,-0.294184047
"G058X4I_1_1#v6","G058X4I_1_1","v6",219,541,56,-0.285390823
"G058X4I_1_1#v7","G058X4I_1_1","v7",310,391,46,-0.061749271
"G058X4I_1_1#v8","G058X4I_1_1","v8",251,521,46,-0.391029985
"G058X4I_1_1#v9","G058X4I_1_1","v9",254,571,33,0.093487244
"G058X4I_1_1#v10","G058X4I_1_1","v10",285,567,20,0.135397463
"G058X4I_1_1#v11","G058X4I_1_1","v11",261,338,12,-0.068982445
"G058X4I_1_1#v12","G058X4I_1_1","v12",246,320,2,0.028130568
"G058X4I_1_1#v13","G058X4I_1_1","v13",240,398,350,-0.090594216
"G058X4I_1_1#v14","G058X4I_1_1","v14",187,297,341,0.074467283
"G058X4I_1_1#v15","G058X4I_1_1","v15",143,352,328,-0.020285531
"G058X4I_1_1#v16","G058X4I_1_1","v16",224,449,306,-0.178540023
"G058X4I_1_1#v17","G058X4I_1_1","v17",237,476,268,-0.020815278
"G058X4I_1_1#v18","G058X4I_1_1","v18",177,599,222,-0.046757854
"G058X4I_1_1#v19","G058X4I_1_1","v19",261,594,221,-0.067040818
"G058X4I_1_1#v20","G058X4I_1_1","v20",221,594,222,-0.088665029
"G058X4I_1_1#v21","G058X4I_1_1","v21",241,599,219,-0.140393337
"G058X4I_1_1#v22","G058X4I_1_1","v22",283,585,214,-0.177726993
"G058X4I_1_1#v23","G058X4I_1_1","v23",202,601,216,0.034231696
"G058X4I_1_1#v24","G058X4I_1_1","v24",306,404,211,0.019414816
"G058X4I_1_1#v25","G058X4I_1_1","v25",250,624,194,-0.098059105
"G058X4I_1_1#v26","G058X4I_1_1","v26",223,632,186,0.279229032
"G058X4I_1_1#v27","G058X4I_1_1","v27",191,612,187,0.270117593
"G058X4I_1_1#v28","G058X4I_1_1","v28",294,341,189,0.099225269
"G058X4I_1_1#v29","G058X4I_1_1","v29",171,625,171,0.201343281
"G058X4I_1_1#v30","G058X4I_1_1","v30",237,383,158,-0.056976035
"G058X4I_1_1#v31","G058X4I_1_1","v31",107,408,123,-0.01502496
"G058X4I_1_1#v32","G058X4I_1_1","v32",115,465,106,-0.166692777
"G058X4I_1_1#v33","G058X4I_1_1","v33",145,548,106,-0.070543559
"G058X4I_1_1#v34","G058X4I_1_1","v34",319,500,104,-0.026979698
"G058X4I_1_1#v35","G058X4I_1_1","v35",139,516,102,-0.488342727
"G058X4I_1_1#v36","G058X4I_1_1","v36",304,482,103,-0.221827441
